College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,MBCDNC,MBCV,SC,SCA,ST
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CS,COMPUTER SCIENCE AND ENGINEERING,200.0,200,199.5,199.5,,,198.5,185.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,200.0,199.5,198,198.5,,,195,186,180.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.5,199,198.5,199,,,196,178,192
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,199.0,198,195.5,197.5,,,190,186,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,199.0,198.5,198,197.5,,,193.5,188,179.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),199.0,198.5,197.5,197,,,191.5,190,175.5
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CS,COMPUTER SCIENCE AND ENGINEERING,199.0,198.5,198,197,,,186,174,156.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IM,INFORMATION TECHNOLOGY (SS),199.0,198.5,198,198,,,191.5,176,182.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CM,COMPUTER SCIENCE AND ENGINEERING (SS),199.0,198.5,196,197.5,,,187.5,179.5,176.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),198.5,198,197,197,,,190,,175
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,198.5,197.5,197,196.5,,,190.5,178.5,168.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),198.0,197,196,197,,,188.5,187,175.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CS,COMPUTER SCIENCE AND ENGINEERING,198.0,196.5,195,194,,,187,178.43,159.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),198.0,197,195.979798,195.5,,,183,187,
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,IT,INFORMATION TECHNOLOGY,198.0,197,195.5,195.5,,,181.5,172.5,162.5
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,198.0,197.5,195,195.5,,,189,176.5,171
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),197.5,197,196,196.5,,,189,179.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IM,INFORMATION TECHNOLOGY (SS),197.5,197,195,195.5,,,180.5,179.5,186.605
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.5,197,195,195,,,185.5,173.5,
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,197.5,196.5,192,195,,,181.985,173,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),197.0,197,195.5,196,,,188.5,175,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CS,COMPUTER SCIENCE AND ENGINEERING,197.0,196.5,194.5,195.5,,,182.5,180.5,
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,CS,COMPUTER SCIENCE AND ENGINEERING,197.0,196.5,193,193.5,,,178.5,183,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,196.5,196,194.5,193,,,179.5,175,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,CS,COMPUTER SCIENCE AND ENGINEERING,196.5,195.5,194,195,,,184,186,168.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.5,196,,194,,,179.27,178.5,167
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.5,195.48,193.5,194.5,,,178.5,172,150.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,IM,INFORMATION TECHNOLOGY (SS),196.5,196,193.5,193,,,175.5,173,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,196.5,195.5,195.5,192,,,179.5,167.5,
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,196.0,195,195,192.5,,,178.5,172,161.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CM,COMPUTER SCIENCE AND ENGINEERING (SS),196.0,195,193,191.5,,,174.5,171.725,158
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),196.0,195,191.5,193,,,180,156,
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,196.0,194.5,191,193,,,178,163,149
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,ME,MECHANICAL ENGINEERING,195.5,193.5,191,191.5,,,182.5,168,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),195.5,193.5,193.5,193,,,186.5,164,138
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CS,COMPUTER SCIENCE AND ENGINEERING,195.5,193.5,194,192,,,177.5,153.5,162.5
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,195.5,193.5,192,193,,,180.5,174,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,IT,INFORMATION TECHNOLOGY,195.5,194,192,193,,,183,176.5,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),195.5,195,193.5,193,,,178.5,175,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,195.5,194,191.5,192.5,,,179.5,174,
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.0,194,193,192.5,,,176,170.5,164
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,CS,COMPUTER SCIENCE AND ENGINEERING,195.0,192.5,191,190.5,,,173.5,162.5,168
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,BY,BIO MEDICAL ENGINEERING (SS),195.0,191.5,193.5,188.845,,,184,164,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AE,AERONAUTICAL ENGINEERING,195.0,192.5,191.5,191,,,184.545,159.5,
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,194.5,193,194,190,,,168.5,154,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),194.0,192.5,189.5,188,,,167.5,144,146
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,RA,ROBOTICS AND AUTOMATION (SS),194.0,191,185,188,,,168,136,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,IM,INFORMATION TECHNOLOGY (SS),194.0,193,191.5,189,,,166.5,166,134
5012,Central Electrochemical Research Institute CECRI) Karaikudi Sivagangai District 630006,CC,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),194.0,193,190,187,,,179,159.5,162
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CW,Computer Science and Business System (SS),193.5,192,190.5,188,,,170.5,149,
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai-Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,CS,COMPUTER SCIENCE AND ENGINEERING,193.5,190.5,186.5,186,,,170.5,165,142.5
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,IT,INFORMATION TECHNOLOGY,193.5,191.5,186.81,188.5,,,166.5,146.5,165
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,193.5,191.5,190,191,,,175.5,167,141
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,193.5,192,189,190,,,170.5,160.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,193.5,191,190,189.5,,,177.5,165.51,140
1414,Prince Shri Venkateshwara Padmavathy Engineering College (Autonomous) Ponmar Chennai 600048,CS,COMPUTER SCIENCE AND ENGINEERING,193.5,186.45,182.5,186.33,,,176.8,80.5,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,193.5,191,192,187.76,,,176.5,168.5,
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,CS,COMPUTER SCIENCE AND ENGINEERING,193.0,190,191,191,,,175,173.5,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,CE,CIVIL ENGINEERING,193.0,190,192,187,,,183,173.5,177.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192.5,191,189.5,186.5,,,165.5,,151.79
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CH,CHEMICAL ENGINEERING,192.5,190,187,184.5,,,177,171.29,
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,192.5,190.5,187.705,187,,,176.5,184.5,154.5
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190,188.5,187,,,157,152.5,135.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,192.5,190.5,189,188.5,,,167.5,133,153
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,IT,INFORMATION TECHNOLOGY,192.5,190,189,188,,,172.5,156.155,
4974,Government College of Engineering Tirunelveli District 627007,CS,COMPUTER SCIENCE AND ENGINEERING,192.0,187.5,190,185.495,,,173.5,142.5,108
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),192.0,190,190.5,185,,,174.5,153,127.5
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,ME,MECHANICAL ENGINEERING,192.0,190,188,187.5,,,169.5,147.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ME,MECHANICAL ENGINEERING,192.0,190,189,189.5,,,175,169.5,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,192.0,190,186,187.5,,,161,139.5,170.5
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,CS,COMPUTER SCIENCE AND ENGINEERING,191.5,187.5,185.5,185.5,,,176.5,151,162
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,CS,COMPUTER SCIENCE AND ENGINEERING,191.5,189,187.3333333,185.5,,,169.5,146.5,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191.0,188,188,186,,,162,143.5,132
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,GI,GEO INFORMATICS,191.0,188.5,188.5,187.5,,,179.5,159.5,155.5
1450,Loyola ICAM College of Engineering and Technology Loyola College Campus Nungambakkam Chennai 600034,CS,COMPUTER SCIENCE AND ENGINEERING,191.0,185,184.5,182,,,157.5,132.5,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,CE,CIVIL ENGINEERING,191.0,186.055,182.5,180.5,,,177.5,,172
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,191.0,189.5,190,189,,,167.5,154,153.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),190.5,189,188,185,,,162.5,140,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),190.5,188,188,180.5,,,168.5,139,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BS,BIO TECHNOLOGY (SS),190.5,185.5,184,183.5,,,171,165,138.5
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),190.5,190,190,186,,,167,152,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,CS,COMPUTER SCIENCE AND ENGINEERING,190.5,181,186.5,177,,,150,,119.5
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,190.5,188.5,184.5,187.5,,,174,162.5,185
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,BM,BIO MEDICAL ENGINEERING,190.5,189,190,185,,,167,164,139
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai-Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,IT,INFORMATION TECHNOLOGY,190.5,188.5,185.5,183,,,156,143,
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai-Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,190.0,187,186,182,,,159.5,143,
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,IY,INSTRUMENTATION AND CONTROL ENGINEERING (SS),190.0,188,186,183.5,,,170.5,170,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EV,Electronics Engineering (VLSI design and Technology),190.0,188,188.5,182,,,161,143,
4,University Departments of Anna University Chennai - MIT Campus Chrompet Tambaram Taluk Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,190.0,180.5,188,183,,,172,163.405,136.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,190.0,189,190,185.5,,,171.6666667,160.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,SC,Computer Science and Engineering (Cyber Security),190.0,188.5,189,187,,,173.13,174.825,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EA,Electronics and Communication ( Advanced Communication Technology),190.0,188.5,186.5,187.5,,,162,131.5,117
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,190.0,187,186,181.5,,,185,152.5,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,189.5,186.5,183.5,182.5,,,153,134.5,117
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,CL,CHEMICAL ENGINEERING (SS),189.5,185.5,185.5,182.5,,,164,151,140.5
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),189.5,180,189,175.5,,,145,,
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CH,CHEMICAL ENGINEERING,189.5,185.5,189.5,181,,,169,138.5,141
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.5,185.5,184.5,182,,,169,154,147.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,MF,MECHANICAL ENGINEERING (SS),189.5,188,186,183,,,169,152,164.5
2005,Government College of Technology (Autonomous) Thadagam Road Coimbatore District 641013,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,189.4545455,187,188,186,,,170,163.5,149.5
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,FS,FOOD TECHNOLOGY (SS),189.0,177.615,178.5,175,,,167.5,176.47,
1219,Sri Venkateswara College of Engineering (Autonomous) Post Bag No.1 Chennai-Bengaluru High Road Pennalur Irungattukottai S.O. Sriperumbudur Taluk Kancheepuram District 602105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,189.0,185,179,178,,,159,119.5,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,IT,INFORMATION TECHNOLOGY,189.0,187,182,184.205,,,144.5,133.5,141
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,IE,INDUSTRIAL ENGINEERING,189.0,184.5,185.5,179.5,,,169.5,148,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189.0,183,182,176.5,,,153,130.5,
2702,Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,CS,COMPUTER SCIENCE AND ENGINEERING,189.0,184.5,170,181,,,144.5,152.5,104
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,188.5,184,184.5,178.5,,,164,,161.5
1315,Sri Sivasubramaniya Nadar College of Engineering (Autonomous) Kalavakkam Old Mahabalipuram Road (OMR) Chengalpattu District 603110,CE,CIVIL ENGINEERING,188.5,184,173.5,177,,,169,155.5,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,188.5,186,185.5,180.5,,,159,141.5,129
1113,R M K Engineering College (Autonomous) Kavaraipettai Gummidipoondi Thiruvallur District 601206,CS,COMPUTER SCIENCE AND ENGINEERING,188.5,183,185.5,180,,,160.5,124,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MG,MECHATRONICS (SS),188.5,186.5,183,181,,,155,146,
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,IT,INFORMATION TECHNOLOGY,188.5,185,186,184.5,,,158.5,135,153.5
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,188.0,187.5,185.5,180.5,,,156.5,130,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,CS,COMPUTER SCIENCE AND ENGINEERING,188.0,179.5,181.205,180.605,,,163,161.615,
2764,K P R Institute of Engineering and Technology (Autonomous) Kollupalayam Village Arasur Panchayat Coimbatore District 641407,CS,COMPUTER SCIENCE AND ENGINEERING,188.0,182.5,175,177.065,,,149.5,158,156.5
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,BY,BIO MEDICAL ENGINEERING (SS),187.51,185,187.5,180.5,,,155,160,141
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,CE,CIVIL ENGINEERING,187.5,183.5,186.5,179.5,,,167,135.5,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,SC,Computer Science and Engineering (Cyber Security),187.5,186,183.5,181.5,,,146.5,137.5,121
1450,Loyola ICAM College of Engineering and Technology Loyola College Campus Nungambakkam Chennai 600034,IT,INFORMATION TECHNOLOGY,187.5,183,182.5,177.5,,,163,164.5,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,187.5,184,185,175.5,,,152,,148
1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur  Chennai 600069,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,187.5,182,180.5,183.47,,,163.5,152.5,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,187.5,182.5,175.5,172,,,141,,119
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ME,MECHANICAL ENGINEERING,187.5,182,185.5,182.5,,,160.5,146,122
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MA,MATERIAL SCIENCE AND ENGINEERING (SS),187.5,182,184,176.5,,,171.5,173,
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology) Vasavi College Post Erode District 638316,IT,INFORMATION TECHNOLOGY,187.0,179,177,180,,,164.5,169,157
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,SC,Computer Science and Engineering (Cyber Security),187.0,184.5,185.5,180.5,,,155,133,
2710,Karpagam College of Engineering (Autonomous) Othakkalmandapam Coimbatore District 641032,CS,COMPUTER SCIENCE AND ENGINEERING,187.0,184,176,176.5,,,141.5,144.5,134
2711,Kongu Engineering College (Autonomous) Perundurai Erode District 638052,CS,COMPUTER SCIENCE AND ENGINEERING,187.0,179.5,173,176,,,134,141,
1,University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Guindy Chennai 600 025,MI,MINING ENGINEERING,187.0,181.5,174,175,,,170.5,163,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.0,185.5,183.5,182.5,,,142.5,125,
1211,Rajalakshmi Engineering College (Autonomous) Thandalam Sriperumpudur Taluk Kancheepuram District 602105,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187.0,181,185,178,,,159.5,114,
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,187.0,184.5,181,181.5,,,169.5,160.5,
1317,St. Joseph's College of Engineering (Autonomous) Old Mahabalipuram Road (OMR) Chennai 600 119,CS,COMPUTER SCIENCE AND ENGINEERING,186.5,179,178,175,,,141.5,,148.5
2710,Karpagam College of Engineering (Autonomous) Othakkalmandapam Coimbatore District 641032,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,186.5,183,174,176.5,,,151,154.5,
1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,BM,BIO MEDICAL ENGINEERING,186.5,180.5,181,175,,,168.5,,114
2007,Coimbatore Institute of Technology (Autonomous) Civil Aerodrome Post Coimbatore District 641014,ME,MECHANICAL ENGINEERING,186.5,180.5,181,177.5,,,158.5,150.5,139.5
1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur  Chennai 600069,CS,COMPUTER SCIENCE AND ENGINEERING,186.5,182,181,179,,,158,,123
2615,Government College of Engineering (Autonomous) Karuppur Salem District 636011,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,186.5,183,167.5,180.5,,,167.5,147.5,166
2764,K P R Institute of Engineering and Technology (Autonomous) Kollupalayam Village Arasur Panchayat Coimbatore District 641407,IT,INFORMATION TECHNOLOGY,186.0,181,171.5,176.5,,,146,136.5,
1398,Chennai Institute of Technology and Applied Research Sarathy Nagar Puthuper Village Kundrathur  Chennai 600069,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,186.0,181,,178,,,156.5,150,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,186.0,179,180.5,174,,,148.5,,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,CS,COMPUTER SCIENCE AND ENGINEERING,186.0,180,175.5,178,,,164.5,161,155
2006,PSG College of Technology (Autonomous) Peelamedu Coimbatore District 641004,PR,PRODUCTION ENGINEERING,186.0,180,182.5,180.095,,,160.5,151,110
2,University Departments of Anna University Chennai - ACT Campus Sardar Patel Road Guindy Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),186.0,184.5,182.5,177,,,179.5,,144
2739,Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,CS,COMPUTER SCIENCE AND ENGINEERING,186.0,179.5,178.5,178,,,150.5,127.5,169
