College Name,Branch Name,2022,2023,2024,Predicted_2024
Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,GEO INFORMATICS,,146.0,154.0,
Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,MECHANICAL ENGINEERING,,141.0,155.5,
"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",COMPUTER SCIENCE AND ENGINEERING,179.0,,,
"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",ELECTRONICS AND COMMUNICATION ENGINEERING,164.5,,,
"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",GEO INFORMATICS,131.0,,,
Annai Mira College of Engineering and Technology Arcot Road Arappakkam Village Walaja Taulk Ranipet District 632 517,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,157.0,,
Annai Mira College of Engineering and Technology Arcot Road Arappakkam Village Walaja Taulk Ranipet District 632 517,COMPUTER SCIENCE AND ENGINEERING,,154.0,,
Annai Mira College of Engineering and Technology Arcot Road Arappakkam Village Walaja Taulk Ranipet District 632 517,ELECTRONICS AND COMMUNICATION ENGINEERING,,132.5,,
Annai Mira College of Engineering and Technology Arcot Road Arappakkam Village Walaja Taulk Ranipet District 632 517,INFORMATION TECHNOLOGY,,145.5,,
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",Artificial Intelligence and Data Science,,,158.5,
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",COMPUTER SCIENCE AND ENGINEERING,,,148.0,
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,141.0,
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517.",INFORMATION TECHNOLOGY,,,150.0,
"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,,,
"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, Walaja Taulk, Ranipet District 632 517",COMPUTER SCIENCE AND ENGINEERING,163.0,,,
Annai Vailankanni College of Engineering Pothaiyadi Salai Pottalkulam Azhagappapuram Kanyakumari District 629401,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,113.5,,
Annai Vailankanni College of Engineering Pothaiyadi Salai Pottalkulam Azhagappapuram Kanyakumari District 629401,COMPUTER SCIENCE AND ENGINEERING,,121.5,,
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",COMPUTER SCIENCE AND ENGINEERING,,,104.0,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING,,163.0,174.0,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,171.0,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,167.5,,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),,160.5,163.5,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ELECTRICAL AND ELECTRONICS ENGINEERING,,,148.5,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,ELECTRONICS AND COMMUNICATION ENGINEERING,,158.0,167.0,
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore,INFORMATION TECHNOLOGY,,158.0,164.5,
"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",COMPUTER SCIENCE AND ENGINEERING,171.0,,,
"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),160.5,,,
"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),163.0,,,
"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ELECTRONICS AND COMMUNICATION ENGINEERING,151.0,,,
"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",INFORMATION TECHNOLOGY,159.5,,,
"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",Artificial Intelligence and Data Science,,,149.0,
"Annapoorana Engineering College (Autonomous), Sankari Main Road, NH-47, Periaseeragapadi, Salem District 636308",COMPUTER SCIENCE AND ENGINEERING,127.5,,,
Arasu Engineering College Chennai Main Road Kumbakonam Thanjavur District 612501,COMPUTER SCIENCE AND ENGINEERING,,142.5,,
"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",COMPUTER SCIENCE AND ENGINEERING,151.5,,,
"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",Artificial Intelligence and Data Science,,,153.5,
Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,155.0,,
Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,COMPUTER SCIENCE AND ENGINEERING,,156.0,,
Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,ELECTRONICS AND COMMUNICATION ENGINEERING,,145.0,,
Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai Nagercoil Kanyakumari District 629203,INFORMATION TECHNOLOGY,,149.5,,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,142.5,,,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",COMPUTER SCIENCE AND ENGINEERING,156.835,,,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",ELECTRONICS AND COMMUNICATION ENGINEERING,136.0,,,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",Artificial Intelligence and Data Science,,,149.5,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",COMPUTER SCIENCE AND ENGINEERING,,,157.0,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,138.0,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,144.0,
"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",INFORMATION TECHNOLOGY,,,134.0,
"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",Artificial Intelligence and Data Science,,,138.5,
"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",COMPUTER SCIENCE AND ENGINEERING,,,129.5,
"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,116.5,
"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",INFORMATION TECHNOLOGY,,,115.5,
Arunai Engineering College Mathur Thiruvannamalai District 606603,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,158.5,,
Arunai Engineering College Mathur Thiruvannamalai District 606603,COMPUTER SCIENCE AND ENGINEERING,,162.0,,
Arunai Engineering College Mathur Thiruvannamalai District 606603,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),,142.5,,
Arunai Engineering College Mathur Thiruvannamalai District 606603,Computer Science and Engineering (Cyber Security),,140.0,,
Arunai Engineering College Mathur Thiruvannamalai District 606603,ELECTRONICS AND COMMUNICATION ENGINEERING,,144.0,,
Arunai Engineering College Mathur Thiruvannamalai District 606603,INFORMATION TECHNOLOGY,,153.5,,
"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",Artificial Intelligence and Data Science,,,155.0,
"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",COMPUTER SCIENCE AND ENGINEERING,,,154.5,
"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",Computer Science and Engineering (Cyber Security),,,126.5,
"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,142.5,
"Arunai Engineering College, Chittor-Cuddalore Raod, Mathur, Tiruvannamalai-606603.",INFORMATION TECHNOLOGY,,,144.0,
"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154.5,,,
"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",COMPUTER SCIENCE AND ENGINEERING,169.5,,,
"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",Computer Science and Engineering (Cyber Security),144.0,,,
"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",INFORMATION TECHNOLOGY,158.045,,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,AGRICULTURAL ENGINEERING,,154.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,184.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,Artificial Intelligence and Machine Learning,,181.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,BIO MEDICAL ENGINEERING,,167.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,BIO TECHNOLOGY,,167.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,CIVIL ENGINEERING,,155.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,181.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,COMPUTER SCIENCE AND DESIGN,,176.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,COMPUTER SCIENCE AND ENGINEERING,,189.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,COMPUTER TECHNOLOGY,,178.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,ELECTRICAL AND ELECTRONICS ENGINEERING,,176.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,ELECTRONICS AND COMMUNICATION ENGINEERING,,183.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,ELECTRONICS AND INSTRUMENTATION ENGINEERING,,172.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,FASHION TECHNOLOGY,,147.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,FOOD TECHNOLOGY,,165.0,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,INFORMATION TECHNOLOGY,,184.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,Information Science and Engineering,,174.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,MECHANICAL ENGINEERING,,165.5,,
Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,Mechatronics Engineering,,167.0,,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",AGRICULTURAL ENGINEERING,,,165.5,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",Artificial Intelligence and Data Science,,,183.5,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",Artificial Intelligence and Machine Learning,,,180.5,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",BIO TECHNOLOGY,,,173.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,181.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",COMPUTER SCIENCE AND ENGINEERING,,,187.5,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,179.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,184.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",ELECTRONICS AND INSTRUMENTATION ENGINEERING,,,175.5,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",INFORMATION TECHNOLOGY,,,184.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",MECHANICAL ENGINEERING,,,171.0,
"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",Mechatronics Engineering,,,173.0,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",AGRICULTURAL ENGINEERING,169.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,186.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",Artificial Intelligence and Machine Learning,182.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",BIO MEDICAL ENGINEERING,177.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",BIO TECHNOLOGY,174.4,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CIVIL ENGINEERING,157.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",COMPUTER SCIENCE AND BUSSINESS SYSTEM,184.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",COMPUTER SCIENCE AND DESIGN,180.405,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",COMPUTER SCIENCE AND ENGINEERING,190.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",COMPUTER TECHNOLOGY,181.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",ELECTRONICS AND COMMUNICATION ENGINEERING,185.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",ELECTRONICS AND INSTRUMENTATION ENGINEERING,176.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",FASHION TECHNOLOGY,145.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",FOOD TECHNOLOGY,168.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",INFORMATION TECHNOLOGY,187.6666667,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",Information Science and Engineering,179.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",MECHANICAL ENGINEERING,170.5,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",MECHATRONICS,171.0,,,
"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",TEXTILE TECHNOLOGY,141.5,,,
"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",COMPUTER SCIENCE AND ENGINEERING,,,123.0,
